Year;Node;Cost;Consumption;Utility
2015;0;0.0;0.0;-0.00013486498941439606
2030;1;0.0;0.0;0.0
2030;2;0.0;0.0;-0.00039090043915734896
2060;3;0.0;0.0;0.0
2060;4;0.0;0.0;0.0
2060;5;0.0;0.0;0.0
2060;6;0.0;0.0;-0.0015352569897970625
2100;7;0.0;0.0;0.0
2100;8;0.0;0.0;0.0
2100;9;0.0;0.0;0.0
2100;10;0.0;0.0;0.0
2100;11;0.0;0.0;0.0
2100;12;0.0;0.0;0.0
2100;13;0.0;0.0;-0.0060249374523166921
2100;14;0.0;0.0;0.0
2200;15;0.0;0.0;0.0
2200;16;0.0;0.0;0.0
2200;17;0.0;0.0;0.0
2200;18;0.0;0.0;0.0
2200;19;0.0;0.0;0.0
2200;20;0.0;0.0;0.0
2200;21;0.0;0.0;0.0
2200;22;0.0;0.0;0.0
2200;23;0.0;0.0;0.0
2200;24;0.0;0.0;0.0
2200;25;0.0;0.0;0.0
2200;26;0.0;0.0;0.0
2200;27;0.0;0.0;0.0
2200;28;-0.00081334960952030022;0.012135133566463452;-0.088477871222465865
2200;29;0.0;0.0;0.0
2200;30;0.0;0.0;0.0
2300;31;0.0;0.0;0.0
2300;32;0.0;0.0;0.0
2300;33;0.0;0.0;0.0
2300;34;0.0;0.0;0.0
2300;35;0.0;0.0;0.0
2300;36;0.0;0.0;0.0
2300;37;0.0;0.0;0.0
2300;38;0.0;0.0;0.0
2300;39;0.0;0.0;0.0
2300;40;0.0;0.0;0.0
2300;41;0.0;0.0;0.0
2300;42;0.0;0.0;0.0
2300;43;0.0;0.0;0.0
2300;44;0.0;0.0;0.0
2300;45;0.0;0.0;0.0
2300;46;0.0;0.0;0.0
2300;47;0.0;0.0;0.0
2300;48;0.0;0.0;0.0
2300;49;0.0;0.0;0.0
2300;50;0.0;0.0;0.0
2300;51;0.0;0.0;0.0
2300;52;0.0;0.0;0.0
2300;53;0.0;0.0;0.0
2300;54;0.0;0.0;0.0
2300;55;0.0;0.0;0.0
2300;56;0.0;0.0;0.0
2300;57;-8.5252348761770836e-05;-0.057773098387926325;-0.77413217564094339
2300;58;-8.4089287435170149e-05;-0.028828383057188489;-0.33186635079948701
2300;59;0.0;0.0;0.0
2300;60;0.0;0.0;0.0
2300;61;0.0;0.0;0.0
2300;62;0.0;0.0;0.0
